date,open,high,low,close,volume
2020-12-03,13215.3,13216.6,13107.9,13133.9,713700
2020-12-04,13177.4,13280.05,13152.85,13258.55,640500
2020-12-07,13264.85,13366.65,13241.95,13355.75,591700
2020-12-08,13393.85,13435.45,13311.05,13392.95,543200
2020-12-09,13458.1,13548.9,13449.6,13529.1,502600
2020-12-10,13488.5,13503.55,13399.3,13478.3,553400
2020-12-11,13512.3,13579.35,13402.85,13513.85,787700
2020-12-14,13571.45,13597.5,13472.45,13558.15,558400
2020-12-15,13547.2,13589.65,13447.05,13567.85,497600
2020-12-16,13663.1,13692.35,13606.45,13682.7,462200
2020-12-17,13713.55,13773.25,13673.55,13740.7,416000
2020-12-18,13764.4,13772.85,13658.6,13760.55,519400
2020-12-21,13741.9,13777.5,13131.45,13328.4,687300
2020-12-22,13373.65,13492.05,13192.9,13466.3,696200
2020-12-23,13473.5,13619.45,13432.2,13601.1,458700
2020-12-24,13672.15,13771.75,13626.9,13749.25,471400
2020-12-28,13815.15,13885.3,13811.55,13873.2,403600
2020-12-29,13910.35,13967.6,13859.9,13932.6,439600
2020-12-30,13980.9,13997,13864.95,13981.95,380700
2020-12-31,13970,14024.85,13936.45,13981.75,452400
2021-01-01,13996.1,14049.85,13991.35,14018.5,358100
2021-01-04,14104.35,14147.95,13953.75,14132.9,495000
2021-01-05,14075.15,14215.6,14048.15,14199.5,492500
2021-01-06,14240.95,14244.15,14039.9,14146.25,632300
2021-01-07,14253.75,14256.25,14123.1,14137.35,559200
2021-01-08,14258.4,14367.3,14221.65,14347.25,613500
2021-01-11,14474.05,14498.2,14383.1,14484.75,672900
2021-01-12,14473.8,14590.65,14432.85,14563.45,929600
2021-01-13,14639.8,14653.35,14435.7,14564.85,874000
2021-01-14,14550.05,14617.8,14471.5,14595.6,620200
2021-01-15,14594.35,14617.45,14357.85,14433.7,789600
2021-01-18,14453.3,14459.15,14222.8,14281.3,762000
2021-01-19,14371.65,14546.05,14350.85,14521.15,546100
2021-01-20,14538.3,14666.45,14517.55,14644.7,623100
2021-01-21,14730.95,14753.55,14517.25,14590.35,704600
2021-01-22,14583.4,14619.9,14357.75,14371.9,776800
2021-01-25,14477.8,14491.1,14218.6,14238.9,618600
2021-01-27,14237.95,14237.95,13929.3,13967.5,660700
2021-01-28,13810.4,13898.25,13713.25,13817.55,637900
2021-01-29,13946.6,13966.85,13596.75,13634.6,753200
2021-02-01,13758.6,14336.35,13661.75,14281.2,870500
2021-02-02,14481.1,14731.7,14469.15,14647.85,915000
2021-02-03,14754.9,14868.85,14574.15,14789.95,869500
2021-02-04,14789.05,14913.7,14714.75,14895.65,884700
2021-02-05,14952.6,15014.65,14864.75,14924.25,935600
2021-02-08,15064.3,15159.9,15041.05,15115.8,671200
2021-02-09,15164.15,15257.1,15064.3,15109.3,713300
2021-02-10,15119.05,15168.25,14977.2,15106.5,624800
2021-02-11,15073.25,15188.5,15065.4,15173.3,500100
2021-02-12,15186.2,15243.5,15081,15163.3,571800
2021-02-15,15270.3,15340.15,15243.4,15314.7,456000
2021-02-16,15371.45,15431.75,15242.2,15313.45,648500
2021-02-17,15279.9,15314.3,15170.75,15208.9,504800
2021-02-18,15238.7,15250.75,15078.05,15118.95,770600
2021-02-19,15074.8,15144.05,14898.2,14981.75,712200
2021-02-22,14999.05,15010.1,14635.05,14675.7,609900
2021-02-23,14782.25,14854.5,14651.85,14707.8,744100
2021-02-24,14729.15,15008.8,14504.5,14982,403800
2021-02-25,15079.85,15176.5,15065.35,15097.35,803900
2021-02-26,14888.6,14919.45,14467.75,14529.15,1103600
2021-03-01,14702.5,14806.8,14638.55,14761.55,507300
2021-03-02,14865.3,14959.1,14760.8,14919.1,621700
2021-03-03,15064.4,15273.15,14995.8,15245.6,544200
2021-03-04,15026.75,15202.35,14980.2,15080.75,534900
2021-03-05,14977.95,15092.35,14862.1,14938.1,640700
2021-03-08,15002.45,15111.15,14919.9,14956.2,0
2021-03-09,15049.9,15126.85,14925.45,15098.4,675300
2021-03-10,15202.15,15218.45,15100.85,15174.8,404600
2021-03-12,15321.15,15336.3,14953.6,15030.95,493200
2021-03-15,15048.4,15048.4,14745.85,14929.5,467500
2021-03-16,14996.1,15051.6,14890.65,14910.45,100
2021-03-17,14946.55,14956.55,14696.05,14721.3,100
2021-03-18,14855.5,14875.2,14478.6,14557.85,542200
2021-03-19,14471.15,14788.25,14350.1,14744,919200
2021-03-22,14736.3,14763.9,14597.85,14736.4,459000
2021-03-23,14768.55,14878.6,14707,14814.75,474200
2021-03-24,14712.45,14752.35,14535,14549.4,456400
2021-03-25,14570.9,14575.6,14264.4,14324.9,606800
2021-03-26,14506.3,14572.9,14414.25,14507.3,481000
2021-03-30,14628.5,14876.3,14617.6,14845.1,594500
2021-03-31,14811.85,14813.75,14670.25,14690.7,463900
2021-04-01,14798.4,14883.2,14692.45,14867.35,445000
2021-04-05,14837.7,14849.85,14459.5,14637.8,509700
2021-04-06,14737,14779.1,14573.9,14683.5,475300
2021-04-07,14716.45,14879.8,14649.85,14819.05,0
2021-04-08,14875.65,14984.15,14821.1,14873.8,514800
2021-04-09,14882.65,14918.45,14785.65,14834.85,504100
2021-04-12,14644.65,14652.5,14248.7,14310.8,650200
2021-04-13,14364.9,14528.9,14274.9,14504.8,605100
2021-04-15,14522.4,14597.55,14353.2,14581.45,568000
2021-04-16,14599.6,14697.7,14559,14617.85,577200
2021-04-19,14306.6,14382.3,14191.4,14359.45,512300
2021-04-20,14526.7,14526.95,14207.3,14296.4,467400
2021-04-22,14219.15,14424.75,14151.4,14406.15,524600
2021-04-23,14326.35,14461.15,14273.3,14341.35,498100
2021-04-26,14449.45,14557.5,14421.3,14485,452700
2021-04-27,14493.8,14667.55,14484.85,14653.05,451800
2021-04-28,14710.5,14890.25,14694.95,14864.55,457000
2021-04-29,14979,15044.35,14814.45,14894.9,517500
2021-04-30,14747.35,14855.45,14601.7,14631.1,613900
2021-05-03,14481.05,14673.85,14416.25,14634.15,448900
2021-05-04,14687.25,14723.4,14461.5,14496.5,503400
2021-05-05,14604.15,14637.9,14506.6,14617.85,455900
2021-05-06,14668.35,14743.9,14611.5,14724.8,467800
2021-05-07,14816.85,14863.05,14765.5,14823.15,488000
2021-05-10,14928.25,14966.9,14892.5,14942.35,522000
2021-05-11,14789.7,14900,14771.4,14850.75,647400
2021-05-12,14823.55,14824.05,14649.7,14696.5,643800
2021-05-14,14749.4,14749.65,14591.9,14677.8,620700
2021-05-17,14756.25,14938,14725.35,14923.15,546400
2021-05-18,15067.2,15137.25,15043.7,15108.1,583900
2021-05-19,15058.6,15133.4,15008.85,15030.15,569100
2021-05-20,15042.6,15069.8,14884.9,14906.05,480300
2021-05-21,14987.8,15190,14985.85,15175.3,572900
2021-05-24,15211.35,15256.25,15145.45,15197.7,579800
2021-05-25,15291.75,15293.85,15163.4,15208.45,441500
2021-05-26,15257.05,15319.9,15194.95,15301.45,384000
2021-05-27,15323.95,15384.55,15272.5,15337.85,0
2021-05-28,15421.2,15469.65,15394.75,15435.65,468100
2021-05-31,15437.75,15606.35,15374,15582.8,436000
2021-06-01,15629.65,15660.75,15528.3,15574.85,409600
2021-06-02,15520.35,15597.45,15459.85,15576.2,428600
2021-06-03,15655.55,15705.1,15611,15690.35,410200
2021-06-04,15712.5,15733.6,15622.35,15670.25,414200
2021-06-07,15725.1,15773.45,15678.1,15751.65,394000
2021-06-08,15773.9,15778.8,15680,15740.1,378200
2021-06-09,15766.3,15800.45,15566.9,15635.35,457900
2021-06-10,15692.1,15751.25,15648.5,15737.75,298300
2021-06-11,15796.45,15835.55,15749.8,15799.35,363000
2021-06-14,15791.4,15823.05,15606.5,15811.85,392900
2021-06-15,15866.95,15901.6,15842.4,15869.25,323300
2021-06-16,15847.5,15880.85,15742.6,15767.55,340200
2021-06-17,15648.3,15769.35,15616.75,15691.4,357600
2021-06-18,15756.5,15761.5,15450.9,15683.35,640800
2021-06-21,15525.85,15765.15,15505.65,15746.5,351500
2021-06-22,15840.5,15895.75,15752.1,15772.75,322200
2021-06-23,15862.8,15862.95,15673.95,15686.95,287500
2021-06-24,15737.3,15821.4,15702.7,15790.45,316700
2021-06-25,15839.35,15870.8,15772.3,15860.35,314600
2021-06-28,15915.35,15915.65,15792.15,15814.7,255100
2021-06-29,15807.5,15835.9,15724.05,15748.45,360300
2021-06-30,15776.9,15839.1,15708.75,15721.5,262400
2021-07-01,15755.05,15755.55,15667.05,15680,224900
2021-07-02,15705.85,15738.35,15635.95,15722.2,254800
2021-07-05,15793.4,15845.95,15762.05,15834.35,207000
2021-07-06,15813.75,15914.2,15801,15818.25,391400
2021-07-07,15819.6,15893.55,15779.7,15879.65,329300
2021-07-08,15855.4,15885.75,15682.9,15727.9,307900
2021-07-09,15688.25,15730.85,15632.75,15689.8,243200
2021-07-12,15766.8,15789.2,15644.75,15692.6,216300
2021-07-13,15794,15820.8,15744.6,15812.35,246700
2021-07-14,15808.7,15877.35,15764.2,15853.95,0
2021-07-15,15872.15,15952.35,15855,15924.2,284900
2021-07-16,15958.35,15962.25,15882.6,15923.4,276300
2021-07-19,15754.5,15836.9,15707.5,15752.4,242100
2021-07-20,15703.95,15728.45,15578.55,15632.1,274300
2021-07-22,15736.6,15834.8,15726.4,15824.05,265300
2021-07-23,15856.8,15899.8,15768.4,15856.05,294100
2021-07-26,15849.3,15893.35,15797,15824.45,267100
2021-07-27,15860.5,15881.55,15701,15746.45,311000
2021-07-28,15761.55,15767.5,15513.45,15709.4,318600
2021-07-29,15762.7,15817.35,15737.8,15778.45,401600
2021-07-30,15800.6,15862.8,15744.85,15763.05,400000
2021-08-02,15874.9,15892.9,15834.65,15885.15,244800
2021-08-03,15951.55,16146.9,15914.35,16130.75,341300
2021-08-04,16195.25,16290.2,16176.15,16258.8,427300
2021-08-05,16288.95,16349.45,16210.3,16294.6,418200
2021-08-06,16304.4,16336.75,16223.3,16238.2,320100
2021-08-09,16281.35,16320.75,16179.05,16258.25,240500
2021-08-10,16274.8,16359.25,16202.25,16280.1,288000
2021-08-11,16327.3,16338.75,16162.55,16282.25,277900
2021-08-12,16303.65,16375.5,16286.9,16364.4,280200
2021-08-13,16385.7,16543.6,16376.3,16529.1,321900
2021-08-16,16518.4,16589.4,16480.75,16563.05,254000
2021-08-17,16545.25,16628.55,16495.4,16614.6,297400
2021-08-18,16691.95,16701.85,16535.85,16568.85,251800
2021-08-20,16382.5,16509.55,16376.05,16450.5,350800
2021-08-23,16592.25,16592.5,16395.7,16496.45,275600
2021-08-24,16561.4,16647.1,16495.3,16624.6,275400
2021-08-25,16654,16712.45,16617.5,16634.65,265900
2021-08-26,16627.95,16683.7,16603.4,16636.9,253500
2021-08-27,16642.55,16722.05,16565.6,16705.2,217400
2021-08-30,16775.85,16951.5,16764.85,16931.05,283500
2021-08-31,16947.5,17153.5,16915.85,17132.2,464400
2021-09-01,17185.6,17225.75,17055.05,17076.25,301900
2021-09-02,17095.4,17245.5,17059.7,17234.15,242400
2021-09-03,17262.45,17340.1,17212.2,17323.6,261400
2021-09-06,17399.35,17429.55,17345.55,17377.8,228000
2021-09-07,17401.55,17436.5,17287,17362.1,243400
2021-09-08,17375.75,17383.4,17254.2,17353.5,252700
2021-09-09,17312.85,17379.65,17302.7,17369.25,241500
2021-09-13,17363.55,17378.35,17269.15,17355.3,241100
2021-09-14,17420.35,17438.55,17367.05,17380,230400
2021-09-15,17387.65,17532.7,17386.9,17519.45,388200
2021-09-16,17539.2,17644.6,17510.45,17629.5,503300
2021-09-17,17709.65,17792.95,17537.65,17585.15,508300
2021-09-20,17443.85,17622.75,17361.8,17396.9,339100
2021-09-21,17450.5,17578.35,17326.1,17562,363600
2021-09-22,17580.9,17610.45,17524,17546.65,295200
2021-09-23,17670.85,17843.9,17646.55,17822.95,320500
2021-09-24,17897.45,17947.65,17819.4,17853.2,360100
2021-09-27,17932.2,17943.5,17802.9,17855.1,295700
2021-09-28,17906.45,17912.85,17576.1,17748.6,398000
2021-09-29,17657.95,17781.75,17608.15,17711.3,562200
2021-09-30,17718.9,17742.15,17585.35,17618.15,378600
2021-10-01,17531.9,17557.15,17452.9,17532.05,305800
2021-10-04,17615.55,17750.9,17581.35,17691.25,295800
2021-10-05,17661.35,17833.45,17640.9,17822.3,427000
2021-10-06,17861.5,17884.6,17613.15,17646,395800
2021-10-07,17810.55,17857.55,17763.8,17790.35,419900
2021-10-08,17886.85,17941.85,17840.35,17895.2,324100
2021-10-11,17867.55,18041.95,17839.1,17945.95,375800
2021-10-12,17915.8,18008.65,17864.95,17991.95,355600
2021-10-13,18097.85,18197.8,18050.75,18161.75,506700
2021-10-14,18272.85,18350.75,18248.7,18338.55,538700
2021-10-18,18500.1,18543.15,18445.3,18477.05,469900
2021-10-19,18602.35,18604.45,18377.7,18418.75,368200
2021-10-20,18439.9,18458.3,18209.35,18266.6,371300
2021-10-21,18382.7,18384.2,18048,18178.1,365900
2021-10-22,18230.7,18314.25,18034.35,18114.9,324700
2021-10-25,18229.5,18241.4,17968.5,18125.4,418700
2021-10-26,18154.5,18310.45,18099.3,18268.4,341400
2021-10-27,18295.85,18342.05,18167.9,18210.95,335200
2021-10-28,18187.65,18190.7,17799.45,17857.25,374200
2021-10-29,17833.05,17915.85,17613.1,17671.65,336500
2021-11-01,17783.15,17954.1,17697.1,17929.65,281200
2021-11-02,17970.9,18012.25,17847.6,17888.95,296400
2021-11-03,17947.95,17988.75,17757.95,17829.2,331000
2021-11-04,17935.05,17947.55,17900.6,17916.8,48500
2021-11-08,18040.2,18087.8,17836.1,18068.55,338900
2021-11-09,18084.35,18112.6,17983.05,18044.25,270200
2021-11-10,17973.45,18061.25,17915,18017.2,261400
2021-11-11,17967.45,17971.35,17798.2,17873.6,232100
2021-11-12,17977.6,18123,17905.9,18102.75,249100
2021-11-15,18140.95,18210.15,18071.3,18109.45,280400
2021-11-16,18127.05,18132.65,17958.8,17999.2,267400
2021-11-17,17939.35,18022.65,17879.25,17898.65,295700
2021-11-18,17890.55,17945.6,17688.5,17764.8,278400
2021-11-22,17796.25,17805.25,17280.45,17416.55,356400
2021-11-23,17281.75,17553.7,17216.1,17503.35,308800
2021-11-24,17550.05,17600.6,17354,17415.05,298100
2021-11-25,17417.3,17564.35,17351.7,17536.25,255900
2021-11-26,17338.75,17355.4,16985.7,17026.45,356300
2021-11-29,17055.8,17160.7,16782.4,17053.95,348900
2021-11-30,17051.15,17324.65,16931.4,16983.2,498000
2021-12-01,17104.4,17213.05,17064.25,17166.9,295500
2021-12-02,17183.2,17420.35,17149.3,17401.65,279900
2021-12-03,17424.9,17489.8,17180.8,17196.7,292500
2021-12-06,17209.05,17216.75,16891.7,16912.25,231700
2021-12-07,17044.1,17251.65,16987.75,17176.7,254100
2021-12-08,17315.25,17484.6,17308.95,17469.75,257800
2021-12-09,17524.4,17543.25,17379.6,17516.85,237200
2021-12-10,17476.05,17534.35,17405.25,17511.3,204500
2021-12-13,17619.1,17639.5,17355.95,17368.25,256600
2021-12-14,17283.2,17376.2,17225.8,17324.9,271000
2021-12-15,17323.65,17351.2,17192.2,17221.4,215000
2021-12-16,17373,17379.35,17184.95,17248.4,219500
2021-12-17,17276,17298.15,16966.45,16985.2,354600
2021-12-20,16824.25,16840.1,16410.2,16614.2,330600
2021-12-21,16773.15,16936.4,16688.25,16770.85,241000
2021-12-22,16865.55,16971,16819.5,16955.45,207900
2021-12-23,17066.8,17118.65,17015.55,17072.6,197000
2021-12-24,17149.5,17155.6,16909.6,17003.75,182600
2021-12-27,16937.75,17112.05,16833.2,17086.25,144800
2021-12-28,17177.6,17250.25,17161.15,17233.25,176000
2021-12-29,17220.1,17285.95,17176.65,17213.6,161700
2021-12-30,17201.45,17264.05,17146.35,17203.95,320800
2021-12-31,17244.5,17400.8,17238.5,17354.05,167000
2022-01-03,17387.15,17646.65,17383.3,17625.7,200500
2022-01-04,17681.4,17827.6,17593.55,17805.25,247400
2022-01-05,17820.1,17944.7,17748.85,17925.25,251500
2022-01-06,17768.5,17797.95,17655.55,17745.9,236500
2022-01-07,17797.6,17905,17704.55,17812.7,239300
2022-01-10,17913.3,18017.45,17879.15,18003.3,232400
2022-01-11,17997.75,18081.25,17964.4,18055.75,220200
2022-01-12,18170.4,18227.95,18128.8,18212.35,245000
2022-01-13,18257,18272.25,18163.8,18257.8,303700
2022-01-14,18185,18286.95,18119.65,18255.75,229500
2022-01-17,18235.65,18321.55,18228.75,18308.1,266700
2022-01-18,18337.2,18350.95,18085.9,18113.05,227500
2022-01-19,18129.2,18129.2,17884.9,17938.4,276700
2022-01-20,17921,17943.7,17648.45,17757,258100
2022-01-21,17613.7,17707.6,17485.85,17617.15,277600
2022-01-24,17575.15,17599.4,16997.85,17149.1,323800
2022-01-25,17001.55,17309.15,16836.8,17277.95,326500
2022-01-27,17062,17182.5,16866.75,17110.15,395600
2022-01-28,17208.3,17373.5,17077.1,17101.95,355300
2022-01-31,17301.05,17410,17264.15,17339.85,321700
2022-02-01,17529.45,17622.4,17244.55,17576.85,386400
2022-02-02,17706.2,17794.6,17674.8,17780,271200
2022-02-03,17767.75,17781.15,17511.15,17560.2,226600
2022-02-04,17590.2,17617.8,17462.55,17516.3,261400
2022-02-07,17456.3,17536.75,17119.4,17213.6,265000
2022-02-08,17279.85,17306.45,17043.65,17266.75,268500
2022-02-09,17370.1,17477.15,17339,17463.8,236400
2022-02-10,17554.1,17639.45,17427.15,17605.85,273600
2022-02-11,17451,17454.75,17303,17374.75,253100
2022-02-14,17076.15,17099.5,16809.65,16842.8,305500
2022-02-15,16933.25,17375,16839.25,17352.45,298700
2022-02-16,17408.45,17490.6,17257.7,17322.2,244500
2022-02-17,17396.55,17442.9,17235.85,17304.6,232100
2022-02-18,17236.05,17380.8,17219.2,17276.3,189600
2022-02-21,17192.25,17351.05,17070.7,17206.65,215200
2022-02-22,16847.95,17148.55,16843.8,17092.2,300100
2022-02-23,17194.5,17220.7,17027.85,17063.25,200200
2022-02-24,16548.9,16705.25,16203.25,16247.95,458000
2022-02-25,16515.65,16748.8,16478.3,16658.4,329800
2022-02-28,16481.6,16815.9,16356.3,16793.9,404200
2022-03-02,16593.1,16678.5,16478.65,16605.95,517700
2022-03-03,16723.2,16768.95,16442.95,16498.05,442100
2022-03-04,16339.45,16456,16133.8,16245.35,456100
2022-03-07,15867.95,15944.6,15711.45,15863.15,585400
2022-03-08,15747.75,16028.75,15671.45,16013.45,543600
2022-03-09,16078,16418.05,15990,16345.35,462200
2022-03-10,16757.1,16757.3,16447.9,16594.9,486400
2022-03-11,16528.8,16694.4,16470.9,16630.45,343700
2022-03-14,16633.7,16887.95,16606.5,16871.3,314700
2022-03-15,16900.65,16927.75,16555,16663,381600
2022-03-16,16876.65,16987.9,16837.85,16975.35,260000
2022-03-17,17202.9,17344.6,17175.75,17287.05,448300
2022-03-21,17329.5,17353.35,17096.4,17117.6,285500
2022-03-22,17120.4,17334.4,17006.3,17315.5,338300
2022-03-23,17405.05,17442.4,17199.6,17245.65,292100
2022-03-24,17094.95,17291.75,17091.15,17222.75,290300
2022-03-25,17289,17294.9,17076.55,17153,237100
2022-03-28,17181.85,17235.1,17003.9,17222,253200
2022-03-29,17297.2,17343.65,17235.7,17325.3,235100
2022-03-30,17468.15,17522.5,17387.2,17498.25,505000
2022-03-31,17519.2,17559.8,17435.2,17464.75,281100
2022-04-01,17436.9,17703.7,17422.7,17670.45,291800
2022-04-04,17809.1,18114.65,17791.4,18053.4,345500
2022-04-05,18080.6,18095.45,17921.55,17957.4,283500
2022-04-06,17842.75,17901,17779.85,17807.65,328800
2022-04-07,17723.3,17787.5,17623.7,17639.55,308800
2022-04-08,17698.15,17842.75,17600.55,17784.35,274400
2022-04-11,17740.9,17779.05,17650.95,17674.95,251700
2022-04-12,17584.85,17595.3,17442.35,17530.3,266000
2022-04-13,17599.9,17663.65,17457.4,17475.65,245100
2022-04-18,17183.45,17237.75,17067.85,17173.65,376100
2022-04-19,17258.95,17275.65,16824.7,16958.65,401400
2022-04-20,17045.25,17186.9,16978.95,17136.55,286100
2022-04-21,17234.6,17414.7,17215.5,17392.6,285200
2022-04-22,17242.75,17315.3,17149.2,17171.95,262700
2022-04-25,17009.05,17054.3,16888.7,16953.95,275700
2022-04-26,17121.3,17223.85,17064.45,17200.8,261100
2022-04-27,17073.35,17110.7,16958.45,17038.4,265100
2022-04-28,17189.5,17322.5,17071.05,17245.05,312900
2022-04-29,17329.25,17377.65,17053.25,17102.55,336200
2022-05-02,16924.45,17092.25,16917.25,17069.1,278200
2022-05-04,17096.6,17132.85,16623.95,16677.6,310600
2022-05-05,16854.75,16945.7,16651.85,16682.65,265800
2022-05-06,16415.55,16484.2,16340.9,16411.25,300500
2022-05-09,16227.7,16403.7,16142.1,16301.85,288400
2022-05-10,16248.9,16404.55,16197.3,16240.05,283100
2022-05-11,16270.05,16318.75,15992.6,16167.1,284300
2022-05-12,16021.1,16041.95,15735.75,15808,314900
2022-05-13,15977,16083.6,15740.85,15782.15,369100
2022-05-16,15845.1,15977.95,15739.65,15842.3,217600
2022-05-17,15912.6,16284.25,15900.8,16259.3,295700
2022-05-18,16318.15,16399.8,16211.2,16240.3,290400
2022-05-19,15917.4,15984.75,15775.2,15809.4,313900
2022-05-20,16043.8,16283.05,16003.85,16266.15,252400
2022-05-23,16290.95,16414.7,16185.75,16214.7,293800
2022-05-24,16225.55,16262.8,16078.6,16125.15,249800
2022-05-25,16196.35,16223.35,16006.95,16025.8,243300
2022-05-26,16105,16204.45,15903.7,16170.15,314300
2022-05-27,16296.6,16370.6,16221.95,16352.45,274100
2022-05-30,16527.9,16695.5,16506.15,16661.4,251400
2022-05-31,16578.45,16690.75,16521.9,16584.55,651600
2022-06-01,16594.4,16649.2,16438.85,16522.75,249600
2022-06-02,16481.65,16646.4,16443.05,16628,236000
2022-06-03,16761.65,16793.85,16567.9,16584.3,245500
2022-06-06,16530.7,16610.95,16444.55,16569.55,233600
2022-06-07,16469.6,16487.25,16347.1,16416.35,233800
2022-06-08,16474.95,16514.3,16293.35,16356.25,243500
2022-06-09,16263.85,16492.8,16243.85,16478.1,205000
2022-06-10,16283.95,16324.7,16172.6,16201.8,189700
2022-06-13,15877.55,15886.15,15684,15774.4,225500
2022-06-14,15674.25,15858,15659.45,15732.1,225400
2022-06-15,15729.25,15783.65,15678.9,15692.15,183000
2022-06-16,15832.25,15863.15,15335.1,15360.6,264700
2022-06-17,15272.65,15400.4,15183.4,15293.5,342600
2022-06-20,15334.5,15382.5,15191.1,15350.15,260000
2022-06-21,15455.95,15707.25,15419.85,15638.8,262800
2022-06-22,15545.65,15565.4,15385.95,15413.3,220900
2022-06-23,15451.55,15628.45,15367.5,15556.65,259200
2022-06-24,15657.4,15749.25,15619.45,15699.25,219600
2022-06-27,15926.2,15927.45,15815.5,15832.05,210900
2022-06-28,15757.45,15892.1,15710.15,15850.2,251900
2022-06-29,15701.7,15861.6,15687.8,15799.1,444900
2022-06-30,15774.5,15890,15728.85,15780.25,306000
2022-07-01,15703.7,15793.95,15511.05,15752.05,364100
2022-07-04,15710.5,15852.35,15661.8,15835.35,304300
2022-07-05,15909.15,16025.75,15785.45,15810.85,254200
2022-07-06,15818.2,16011.35,15800.9,15989.8,288400
2022-07-07,16113.75,16150.5,16045.95,16132.9,264600
2022-07-08,16273.65,16275.5,16157.9,16220.6,281100
2022-07-11,16136.15,16248.55,16115.5,16216,255900
2022-07-12,16126.2,16158.75,16031.15,16058.3,208600
2022-07-13,16128.2,16140,15950.15,15966.65,233300
2022-07-14,16018.85,16070.85,15858.2,15938.65,228600
2022-07-15,16010.8,16066.95,15927.3,16049.2,205800
2022-07-18,16151.4,16287.95,16142.2,16278.5,227700
2022-07-19,16187.05,16359.5,16187.05,16340.55,222600
2022-07-20,16562.8,16588,16490.95,16520.85,284400
2022-07-21,16523.55,16626.95,16483.9,16605.25,243600
2022-07-22,16661.25,16752.25,16610.9,16719.45,190900
2022-07-25,16662.55,16706.05,16564.25,16631,211400
2022-07-26,16632.9,16636.1,16463.3,16483.85,208200
2022-07-27,16475.35,16653.45,16438.75,16641.8,185200
2022-07-28,16774.85,16947.65,16746.25,16929.6,376300
2022-07-29,17079.5,17172.8,17018.15,17158.25,436100
2022-08-01,17243.2,17356.25,17154.8,17340.05,381500
2022-08-02,17310.15,17390.15,17215.85,17345.45,333600
2022-08-03,17349.25,17407.5,17225.85,17388.15,285400
2022-08-04,17463.1,17490.7,17161.25,17382,325000
2022-08-05,17423.65,17474.4,17348.75,17397.5,355300
2022-08-08,17401.5,17548.8,17359.75,17525.1,257000
2022-08-10,17566.1,17566.1,17442.8,17534.75,312700
2022-08-11,17711.65,17719.3,17631.95,17659,311200
2022-08-12,17659.65,17724.65,17597.85,17698.15,303900
2022-08-16,17797.2,17839.1,17764.05,17825.25,0
2022-08-17,17868.15,17965.95,17833.35,17944.25,262800
2022-08-18,17898.65,17968.45,17852.05,17956.5,263900
2022-08-19,17966.55,17992.2,17710.75,17758.45,295600
2022-08-22,17682.9,17690.05,17467.35,17490.7,287600
2022-08-23,17357.35,17625.55,17345.2,17577.5,285600
2022-08-24,17525.45,17623.65,17499.25,17604.95,262000
2022-08-25,17679,17726.5,17487.45,17522.45,230200
2022-08-26,17619.3,17685.85,17519.35,17558.9,266600
2022-08-29,17188.65,17380.15,17166.2,17312.9,244900
2022-08-30,17414.95,17777.65,17401.5,17759.3,324700
2022-09-01,17485.7,17695.6,17468.45,17542.8,308500
2022-09-02,17598.4,17643.85,17476.45,17539.45,256300
2022-09-05,17546.45,17683.15,17540.35,17665.8,230300
2022-09-06,17695.7,17764.65,17587.65,17655.6,251200
2022-09-07,17519.4,17650.75,17484.3,17624.4,354100
2022-09-08,17748.15,17807.65,17691.95,17798.75,279800
2022-09-09,17923.35,17925.95,17786,17833.35,270300
2022-09-12,17890.85,17980.55,17889.15,17936.35,228200
2022-09-13,18044.45,18088.3,18015.45,18070.05,259900
2022-09-14,17771.15,18091.55,17771.15,18003.75,365900
2022-09-15,18046.35,18096.15,17861.5,17877.4,289600
2022-09-16,17796.8,17820.05,17497.25,17530.85,468500
2022-09-19,17540.65,17667.2,17429.7,17622.25,258300
2022-09-20,17770.4,17919.3,17744.4,17816.25,263100
2022-09-21,17766.35,17838.7,17663.6,17718.35,245500
2022-09-22,17609.65,17722.75,17532.45,17629.8,284100
2022-09-23,17593.85,17642.15,17291.65,17327.35,390800
2022-09-26,17156.3,17196.4,16978.3,17016.3,492000
2022-09-27,17110.9,17176.45,16942.35,17007.4,359900
2022-09-28,16870.55,17037.6,16820.4,16858.6,323900
2022-09-29,16993.6,17026.05,16788.6,16818.1,340000
2022-09-30,16798.05,17187.1,16747.7,17094.35,376100
2022-10-03,17102.1,17114.65,16855.55,16887.35,278400
2022-10-04,17147.45,17287.3,17117.3,17274.3,226000
2022-10-06,17379.25,17428.8,17315.65,17331.8,265500
2022-10-07,17287.2,17337.35,17216.95,17314.65,216300
2022-10-10,17094.35,17280.15,17064.7,17241,234000
2022-10-11,17256.05,17261.8,16950.3,16983.55,282600
2022-10-12,17025.55,17142.35,16960.05,17123.6,256000
2022-10-13,17087.35,17112.35,16956.95,17014.35,266400
2022-10-14,17322.3,17348.55,17169.75,17185.7,227000
2022-10-17,17144.8,17328.55,17098.55,17311.8,212200
2022-10-18,17438.75,17527.8,17434.05,17486.95,239500
2022-10-19,17568.15,17607.6,17472.85,17512.25,210500
2022-10-20,17423.1,17584.15,17421,17563.95,249600
2022-10-21,17622.85,17670.15,17520.75,17576.3,277700
2022-10-24,17736.35,17777.55,17707.4,17730.75,45000
2022-10-25,17808.3,17811.5,17637,17656.35,251400
2022-10-27,17771.4,17783.9,17654.5,17736.95,324600
